variant,project,mean_apfd,std_apfd,median_apfd,n_builds_with_failures,alpha,train_time,eval_time
wo_deeporder_feats,doanduyhai@Achilles,0.868328368004887,0.1302107202005518,0.9241071428571428,13,0.0,0.6005792617797852,0.4663248062133789
full_v14,dynjs@dynjs,0.7423657309595708,0.19224837556107457,0.8116883116883117,11,0.5,0.4991014003753662,1.2229933738708496
wo_gatv2,dynjs@dynjs,0.7423657309595708,0.19224837556107457,0.8116883116883117,11,0.0,0.0,0.37807130813598633
wo_dnn_ensemble,dynjs@dynjs,0.38719742732426443,0.2383915411980183,0.35714285714285715,11,1.0,0.8594908714294434,1.120203971862793
wo_semantic,dynjs@dynjs,0.7423657309595708,0.19224837556107457,0.8116883116883117,11,0.0,0.506342887878418,1.9890520572662354
wo_graph,dynjs@dynjs,0.7423657309595708,0.19224837556107457,0.8116883116883117,11,0.5,0.3228609561920166,1.163440227508545
wo_deeporder_feats,dynjs@dynjs,0.7423657309595708,0.19224837556107457,0.8116883116883117,11,0.8,0.518669843673706,1.152106761932373
full_v14,eclipse@jetty.project,0.9635282668798296,0.09021994980001537,0.9910071942446043,61,0.0,0.2974412441253662,0.3414463996887207
wo_gatv2,eclipse@jetty.project,0.9635282668798296,0.09021994980001537,0.9910071942446043,61,0.0,0.0,0.37567949295043945
wo_dnn_ensemble,eclipse@jetty.project,0.77686065362496,0.2410401211743051,0.9018691588785046,61,1.0,0.3030979633331299,7.154524564743042
wo_semantic,eclipse@jetty.project,0.9635282668798296,0.09021994980001537,0.9910071942446043,61,0.0,0.3457930088043213,0.3284492492675781
wo_graph,eclipse@jetty.project,0.9635282668798296,0.09021994980001537,0.9910071942446043,61,0.0,0.26601338386535645,0.3444347381591797
wo_deeporder_feats,eclipse@jetty.project,0.9635282668798296,0.09021994980001537,0.9910071942446043,61,0.0,0.5056591033935547,0.3355424404144287
full_v14,facebook@buck,0.982692418999389,0.024230675384757653,0.9879614457086323,94,0.9,0.35488414764404297,57.49672722816467
wo_gatv2,facebook@buck,0.9829525328357921,0.02337847657685541,0.9879614457086323,94,0.0,0.0,1.4978680610656738
wo_dnn_ensemble,facebook@buck,0.9616402095454933,0.09534086430651686,0.9861794532627866,94,1.0,0.4766581058502197,59.29371190071106
wo_semantic,facebook@buck,0.9829440813504527,0.023403832066995485,0.9879614457086323,94,0.9,0.369873046875,63.1349515914917
wo_graph,facebook@buck,0.982830753167615,0.02373181475990445,0.9879614457086323,94,0.8,0.509993314743042,60.21772217750549
wo_deeporder_feats,facebook@buck,0.9826275543820239,0.024518145851561125,0.9879614457086323,94,0.9,0.49934840202331543,54.38508319854736
full_v14,jOOQ@jOOQ,0.9352380160101621,0.097696604173565,0.9838709677419355,127,0.0,0.4214498996734619,1.3295366764068604
wo_gatv2,jOOQ@jOOQ,0.9352380160101621,0.097696604173565,0.9838709677419355,127,0.0,0.0,1.3508555889129639
wo_dnn_ensemble,jOOQ@jOOQ,0.9182707411497514,0.1036780840726129,0.9838709677419355,127,1.0,0.3901083469390869,6.139861822128296
wo_semantic,jOOQ@jOOQ,0.9352380160101621,0.097696604173565,0.9838709677419355,127,0.0,0.3975093364715576,1.2520301342010498
wo_graph,jOOQ@jOOQ,0.9352380160101621,0.097696604173565,0.9838709677419355,127,0.0,0.4013240337371826,1.2731246948242188
wo_deeporder_feats,jOOQ@jOOQ,0.9352380160101621,0.097696604173565,0.9838709677419355,127,0.0,0.5021297931671143,1.3897838592529297
full_v14,jcabi@jcabi-github,0.9211074217590797,0.15811459498959296,0.9949748743718593,93,0.9,2.8826496601104736,13.83451223373413
wo_gatv2,jcabi@jcabi-github,0.9222681721899928,0.15597966965734167,0.9949748743718593,93,0.0,0.0,1.7218151092529297
wo_dnn_ensemble,jcabi@jcabi-github,0.6999339244379761,0.28206183046600053,0.6489361702127658,93,1.0,0.8352217674255371,15.523345947265625
wo_semantic,jcabi@jcabi-github,0.9222906570309173,0.15606292424499518,0.9949748743718593,93,0.9,0.4808990955352783,13.559126853942871
wo_graph,jcabi@jcabi-github,0.9223460425557384,0.15572950520673265,0.9949748743718593,93,0.2,0.28136134147644043,13.174721956253052
wo_deeporder_feats,jcabi@jcabi-github,0.9217608842338374,0.15665826658577747,0.9949748743718593,93,0.9,0.7433245182037354,10.984629154205322
full_v14,jsprit@jsprit,0.9199081124706561,0.10848668725002704,0.9569800569800571,10,0.5,0.3959977626800537,1.21230149269104
wo_gatv2,jsprit@jsprit,0.9199081124706561,0.10848668725002704,0.9569800569800571,10,0.0,0.0,0.41110825538635254
wo_dnn_ensemble,jsprit@jsprit,0.7824849153941397,0.2638420222318045,0.8354430379746836,10,1.0,0.5926480293273926,1.2671692371368408
wo_semantic,jsprit@jsprit,0.9199081124706561,0.10848668725002704,0.9569800569800571,10,0.5,0.45117807388305664,1.3220782279968262
wo_graph,jsprit@jsprit,0.9199081124706561,0.10848668725002704,0.9569800569800571,10,0.5,0.534581184387207,1.2154037952423096
wo_deeporder_feats,jsprit@jsprit,0.9199081124706561,0.10848668725002704,0.9569800569800571,10,0.5,0.6233270168304443,1.2547554969787598
full_v14,julianhyde@optiq,0.9234043870072022,0.08985652629694257,0.9716981132075472,28,0.0,0.4002647399902344,0.6142196655273438
wo_gatv2,julianhyde@optiq,0.9234043870072022,0.08985652629694257,0.9716981132075472,28,0.0,0.0,0.6302523612976074
wo_dnn_ensemble,julianhyde@optiq,0.829766439403257,0.1358857884602381,0.8645833333333333,28,1.0,0.5033838748931885,1.829958438873291
wo_semantic,julianhyde@optiq,0.9234043870072022,0.08985652629694257,0.9716981132075472,28,0.0,0.38095951080322266,0.6371884346008301
wo_graph,julianhyde@optiq,0.9234043870072022,0.08985652629694257,0.9716981132075472,28,0.0,0.255568265914917,0.6216413974761963
wo_deeporder_feats,julianhyde@optiq,0.9234043870072022,0.08985652629694257,0.9716981132075472,28,0.0,0.258223295211792,0.6246840953826904
full_v14,l0rdn1kk0n@wicket-bootstrap,0.6088958038751642,0.09965785913915975,0.6463414634146342,87,0.9,0.3142850399017334,4.558940887451172
wo_gatv2,l0rdn1kk0n@wicket-bootstrap,0.6080385287197078,0.10064032798995023,0.6463414634146342,87,0.0,0.0,0.5719699859619141
wo_dnn_ensemble,l0rdn1kk0n@wicket-bootstrap,0.5671970422094395,0.14992186817088332,0.6244743481917578,87,1.0,0.3316636085510254,7.198639631271362
wo_semantic,l0rdn1kk0n@wicket-bootstrap,0.6080385287197078,0.10064032798995023,0.6463414634146342,87,0.0,0.26770901679992676,0.5653953552246094
wo_graph,l0rdn1kk0n@wicket-bootstrap,0.6095526183250821,0.09604803482488525,0.6463414634146342,87,0.9,0.25902843475341797,4.431671857833862
wo_deeporder_feats,l0rdn1kk0n@wicket-bootstrap,0.6071789157911293,0.10302211728244477,0.6463414634146342,87,0.9,0.6374533176422119,4.473151445388794
full_v14,neuland@jade4j,0.7392166064469395,0.11959272960804966,0.7195121951219512,27,0.0,0.3454768657684326,0.34026074409484863
wo_gatv2,neuland@jade4j,0.7392166064469395,0.11959272960804966,0.7195121951219512,27,0.0,0.0,0.3476228713989258
wo_dnn_ensemble,neuland@jade4j,0.6591478609429795,0.12707152997590682,0.6537267080745341,27,1.0,0.5504679679870605,1.4364063739776611
wo_semantic,neuland@jade4j,0.7392166064469395,0.11959272960804966,0.7195121951219512,27,0.0,0.377255916595459,0.34951043128967285
wo_graph,neuland@jade4j,0.7392166064469395,0.11959272960804966,0.7195121951219512,27,0.0,0.5879981517791748,0.34400010108947754
wo_deeporder_feats,neuland@jade4j,0.7392166064469395,0.11959272960804966,0.7195121951219512,27,0.0,0.40412235260009766,0.34926342964172363
full_v14,square@okhttp,0.8889532145174073,0.12540822647974623,0.9444444444444444,354,0.0,0.3022794723510742,3.9344332218170166
wo_gatv2,square@okhttp,0.8889532145174073,0.12540822647974623,0.9444444444444444,354,0.0,0.0,4.064176082611084
wo_dnn_ensemble,square@okhttp,0.7776506438913371,0.19608977948124937,0.8452380952380952,354,1.0,0.4685351848602295,22.466741800308228
wo_semantic,square@okhttp,0.8889532145174073,0.12540822647974623,0.9444444444444444,354,0.0,0.31035304069519043,3.8155934810638428
wo_graph,square@okhttp,0.8889532145174073,0.12540822647974623,0.9444444444444444,354,0.0,0.5573551654815674,3.9412338733673096
wo_deeporder_feats,square@okhttp,0.8889532145174073,0.12540822647974623,0.9444444444444444,354,0.0,0.33582091331481934,3.878190517425537
full_v14,thinkaurelius@titan,0.8361845921868969,0.13883528903437078,0.8863636363636364,61,0.0,0.3953523635864258,0.4514153003692627
wo_gatv2,thinkaurelius@titan,0.8361845921868969,0.13883528903437078,0.8863636363636364,61,0.0,0.0,0.47740721702575684
wo_dnn_ensemble,thinkaurelius@titan,0.7257135466151253,0.22126987376602505,0.7777777777777778,61,1.0,0.4968569278717041,3.0099034309387207
wo_semantic,thinkaurelius@titan,0.8361845921868969,0.13883528903437078,0.8863636363636364,61,0.0,0.4814643859863281,0.4763350486755371
wo_graph,thinkaurelius@titan,0.8361845921868969,0.13883528903437078,0.8863636363636364,61,0.0,0.8032941818237305,0.48577046394348145
wo_deeporder_feats,thinkaurelius@titan,0.8361845921868969,0.13883528903437078,0.8863636363636364,61,0.0,0.9435713291168213,0.4604642391204834
